WordChunk,VisualStrength,AuditoryStrength,GustatoryStrength,OlfactoryStrength,TactileStrength,Word,POS,Modality,AnyPositive,AllEqual
maintain__v,-0.023982502,-0.022814452,-0.035557232,-0.082444034,-0.002092933,maintain,v,Haptic,no,no
low-profile__a,0,-0.041948238,0,0,0.127335351,low-profile,a,Haptic,yes,no
tranquil__a,0.043935482,0,-0.000863526,0.140550952,0,tranquil,a,Olfactory,yes,no
nettlesome__a,0,0.022286029,0.104897806,0,0.031142986,nettlesome,a,Gustatory,yes,no
bitterly__r,-0.076666187,0.014906475,-0.042968882,0,0.018548991,bitterly,r,Haptic,yes,no
super__r,0,0.009807334,0.02533455,0,0.039124571,super,r,Haptic,yes,no
high-skill__a,0.067533,0,0,0,0.066105594,high-skill,a,Visual,yes,no
milestone__a,0.004688885,-0.005317779,0.037476294,0,0.003300023,milestone,a,Gustatory,yes,no
proficient__a,0,0.068044724,0,0,-0.012442341,proficient,a,Auditory,yes,no
mythical__a,-0.012550576,-0.022834939,0,0,0.005826665,mythical,a,Haptic,no,no
overused__a,0.060321775,0,0,0,0,overused,a,Visual,yes,no
house__v,-0.049025208,-0.09117253,-0.012038804,0,-0.1036826,house,v,Olfactory,no,no
disaster__n,0.003827711,-0.004300256,-0.071916383,-0.002011733,-0.001820495,disaster,n,Visual,no,no
threatened__a,0.054450446,-0.008862048,-0.038581937,0,0.021552074,threatened,a,Visual,yes,no
mandatory__a,-0.026448406,0.021939061,-0.066748568,0,0.002718438,mandatory,a,Auditory,yes,no
accuse__v,-0.020613698,-0.040981313,-0.035750695,-0.066714128,-0.006369509,accuse,v,Haptic,no,no
site__n,-0.026471056,-0.007413442,-0.071582682,-0.068758311,-0.041387145,site,n,Auditory,no,no
leptin__n,0.011512034,-0.004476168,-0.000191422,0,-0.025214037,leptin,n,Visual,yes,no
leptin__a,0,0.07116539,0,0,0,leptin,a,Auditory,yes,no
roll__n,-0.068559969,0.070649199,0.157594847,0,-0.047417344,roll,n,Gustatory,yes,no
greedy__a,-0.037403416,0.000525255,0.056804401,0,0.000220399,greedy,a,Gustatory,yes,no
stray__v,0.054761327,-0.032679044,-0.010187727,0,-0.005110437,stray,v,Visual,yes,no
roll__v,-0.067419304,0.122344368,-0.002606238,-0.092233769,-0.028881236,roll,v,Auditory,yes,no
nicer__a,-0.031941573,-0.041948238,0.04928095,0,0,nicer,a,Gustatory,yes,no
accreditation__n,0.007629958,0.023367544,0,0,0.018870259,accreditation,n,Auditory,yes,no
device__n,-0.003177519,-0.03619294,-0.057331036,0.000831521,-0.005073504,device,n,Olfactory,no,no
misogynistic__a,0,0,0.09849688,0,0,misogynistic,a,Gustatory,yes,no
asbestos__n,0.039748744,-0.061151966,0,0,0.01078647,asbestos,n,Visual,yes,no
clobber__v,-0.06387885,-0.013700969,0.031874123,0.13721159,0.029804433,clobber,v,Olfactory,yes,no
foremost__a,0.023116481,-0.061743769,0.008275807,0,-0.053125967,foremost,a,Visual,yes,no
sheaf__n,0,0.02168426,0,0,0.05889437,sheaf,n,Haptic,yes,no
foremost__r,-0.012550576,0.025831861,0.021146729,0,-0.040602587,foremost,r,Auditory,yes,no
reassignment__n,0,0.07514872,0,0,0.018160317,reassignment,n,Auditory,yes,no
bacterium__n,-0.040008903,-0.070003587,0.013457077,0.038757217,0.014834257,bacterium,n,Olfactory,yes,no
impotence__n,0,0.035459098,0,0,0,impotence,n,Auditory,yes,no
baptists__n,-0.01689359,0.039089827,0,0,-0.00281406,baptists,n,Auditory,yes,no
fiscal__a,0.010175319,-0.027106483,-0.061749543,0,-0.034459845,fiscal,a,Visual,yes,no
ten__n,-0.050282566,-0.01441052,-0.062661136,0,-0.029002399,ten,n,Olfactory,no,no
ten__a,-0.005489374,-0.03456634,0,0,-0.048427239,ten,a,Gustatory,no,no
blanched__a,0.080128811,0,0.115046945,0,0.012829855,blanched,a,Gustatory,yes,no
whip__n,-0.045497925,-0.007194151,0.149843232,0,-0.043467479,whip,n,Gustatory,yes,no
wasteful__a,0.031836513,0.007837094,0.037000608,0,-0.018542562,wasteful,a,Gustatory,yes,no
whip__v,-0.04128723,-0.059806509,0.021451613,-0.029554404,0.116721905,whip,v,Haptic,yes,no
briny__a,-0.034454899,-0.01794405,0.109460969,0.225595966,-0.035843761,briny,a,Olfactory,yes,no
needle__n,0.019535991,-0.008001198,0.012559555,0.07783696,-0.053813928,needle,n,Olfactory,yes,no
treasury__n,-0.01770663,-0.001657637,-0.083310018,0,-0.004465127,treasury,n,Olfactory,no,no
limit__v,-0.014024146,-0.007300422,-0.05056712,0,-0.048256605,limit,v,Olfactory,no,no
limit__n,-0.012725951,0.001918846,-0.028201382,0,0.010462267,limit,n,Haptic,yes,no
needle__v,0.016391156,0,0.050088461,0,0,needle,v,Gustatory,yes,no
countryman__n,0.041086426,-0.055776028,0,0,-0.020715548,countryman,n,Visual,yes,no
invincible__a,0.032000315,0,0.007945103,0,0.052873407,invincible,a,Haptic,yes,no
season__v,-0.031941573,0,0.161722132,0,0,season,v,Gustatory,yes,no
disability__n,0.001774248,-0.037943172,0,0,-0.010878847,disability,n,Visual,no,no
adversity__n,-0.027282451,-0.005542131,-0.015576874,0.061949049,0.028134921,adversity,n,Olfactory,yes,no
bigoted__a,0,0.058398498,0,0,0,bigoted,a,Auditory,yes,no
season__n,-0.040020935,-0.029694826,0.050437948,-0.073728145,0.027536575,season,n,Gustatory,yes,no
face-to-face__r,0,-0.039336326,0,0,-0.003819622,face-to-face,r,Visual,no,no
expedition__n,0.024328121,-0.037484158,-0.019866751,0,-0.099286259,expedition,n,Visual,yes,no
cyclist__n,-0.014469367,0,0.046577777,0,0.031768506,cyclist,n,Gustatory,yes,no
proclamation__n,0.023116481,0.012319915,0,0,-0.026848903,proclamation,n,Visual,yes,no
face-to-face__a,0.016315777,-0.07848011,0,0,0.014800498,face-to-face,a,Visual,yes,no
saliva__n,0.02815316,0,0.061850465,0,0.026725755,saliva,n,Gustatory,yes,no
diabolic__a,0,0,0.16548435,0,0,diabolic,a,Gustatory,yes,no
minimize__v,-0.041279741,-0.036530514,-0.025721456,0,-0.026878165,minimize,v,Olfactory,no,no
metropolitan__a,-0.001924876,-0.083060419,-0.082579559,0.030244217,0.009878221,metropolitan,a,Olfactory,yes,no
iq__n,0.00954111,0.049023804,0,0,0.008113705,iq,n,Auditory,yes,no
changed__a,0.000401777,0.010004318,0,0,0,changed,a,Auditory,yes,no
panther__n,0.020495246,-0.009882586,0,0,0.035166492,panther,n,Haptic,yes,no
sleep-detecting__a,0,0.02168426,0.064478334,0,0.080162686,sleep-detecting,a,Haptic,yes,no
carbide__n,0,0.104007894,0,0,0,carbide,n,Auditory,yes,no
limp__a,0.058508386,-0.049220389,0.041656869,0,-0.013977982,limp,a,Visual,yes,no
limp__n,0.006357126,-0.030823234,0.06094434,0,0.054979314,limp,n,Gustatory,yes,no
motivational__a,-0.057213769,0.03661106,0.002647158,0,0.002575087,motivational,a,Auditory,yes,no
limp__v,-0.000859484,-0.050388112,0.023449555,0,-0.026181709,limp,v,Gustatory,yes,no
crash-landed__v,0.01954918,0.009542516,0.052336589,0,0.018160317,crash-landed,v,Gustatory,yes,no
understate__v,0.016436729,-0.036593022,-0.052586607,0.137517533,-0.061419285,understate,v,Olfactory,yes,no
grind__v,-0.014319213,-0.05739562,0.11547374,0.011977176,0.087977293,grind,v,Gustatory,yes,no
only__r,-0.009034916,-0.015860032,-0.017810713,-0.081157124,-0.005069375,only,r,Haptic,no,no
ramification__n,0.011626612,-0.038389863,0,0,-0.074160265,ramification,n,Visual,yes,no
grind__n,0,0,0.052019264,0,0.045794219,grind,n,Gustatory,yes,no
only__a,-0.018024918,0.000717755,-0.007862632,-0.12288085,-0.007783941,only,a,Auditory,no,no
alternately__r,-0.037403416,-0.020156161,0.103806317,0.187627691,-0.083226018,alternately,r,Olfactory,yes,no
decoration__n,0.027506694,-0.024369417,0.06074919,0,-0.001133144,decoration,n,Gustatory,yes,no
lp__n,0.048804027,0,0.061850465,0,0,lp,n,Gustatory,yes,no
reassert__v,-0.023776844,0,0,0,-0.025165707,reassert,v,Auditory,no,no
haul__n,-0.01689359,-0.046535239,0.069224797,0,-0.018349665,haul,n,Gustatory,yes,no
wood__n,0.031800163,-0.057047067,0.007257301,0.042078608,0.015088342,wood,n,Olfactory,yes,no
privileged__a,0.017089591,-0.042622556,-0.044021304,0,-0.078197575,privileged,a,Visual,yes,no
binding__a,0.061988496,0.025988653,0,0,0,binding,a,Visual,yes,no
pronoun__n,0,0,0,0,0.061827549,pronoun,n,Haptic,yes,no
column__n,-0.008647882,-0.012616269,0.005356374,-0.021843754,-0.064052666,column,n,Gustatory,no,no
escrow__n,0.008325581,-0.002470985,0,0,-0.066834731,escrow,n,Visual,no,no
clumsy__a,0.027344294,0,0,0,0.025845798,clumsy,a,Visual,yes,no
hairy__a,0.061082989,0,0.086560173,0,0,hairy,a,Gustatory,yes,no
actor__n,0.010830953,0.016065449,-0.055902876,-0.013702802,-0.01967465,actor,n,Auditory,yes,no
arguably__r,-0.045448732,-0.056656673,-0.045108907,0,-0.047004324,arguably,r,Olfactory,no,no
ecstasy__n,0.023466676,-0.006969664,0,0,0.001887293,ecstasy,n,Visual,yes,no
pickle__n,-0.051188877,0,0.15291138,0.123922906,-0.052616283,pickle,n,Gustatory,yes,no
inauguration__n,-0.051737105,-0.035705861,0,0,0,inauguration,n,Gustatory,no,no
whiteness__n,0.134513814,0,0,0,0,whiteness,n,Visual,yes,no
pickle__a,0,0,0.138263485,0,0,pickle,a,Gustatory,yes,no
personality__n,-0.01934071,-0.000166918,-0.000304721,0,-0.024211688,personality,n,Olfactory,no,no
debasement__n,0,0.124308788,0,0,0,debasement,n,Auditory,yes,no
carome__v,0,0,0.102387144,0,0.065513079,carome,v,Gustatory,yes,no
pickle__v,0.01954918,0,0.135405502,0,0,pickle,v,Gustatory,yes,no
goodwill__n,-0.014870911,-0.025155275,0,0,0,goodwill,n,Gustatory,no,no
paintbrush__n,0,-0.005317779,0,0,0.003300023,paintbrush,n,Haptic,no,no
overhead__r,0.004967452,0.0187579,0.036114464,0,-0.009211372,overhead,r,Gustatory,yes,no
simpatico__a,0.044571335,-0.013653047,0,0,-0.005035245,simpatico,a,Visual,yes,no
watchers__n,0.043047929,-0.015633296,-0.048110882,0,-0.036674207,watchers,n,Visual,yes,no
continuation__n,0.017089591,-0.086815377,0.018103999,0,-0.005432715,continuation,n,Gustatory,yes,no
overhead__a,0.011942661,0,0.046860795,0,0.035166353,overhead,a,Gustatory,yes,no
shorter__a,-0.03021664,0.021031649,-0.032423307,0,0.021761469,shorter,a,Haptic,yes,no
cowl__n,0,0,0,0,0.080162686,cowl,n,Haptic,yes,no
loaf__n,-0.023441296,-0.149664541,0.179874652,0,-0.070949804,loaf,n,Gustatory,yes,no
torte__n,0,0,0.141657451,0,0,torte,n,Gustatory,yes,no
willingness__n,0.014668457,-0.026414756,-0.100449491,-0.004377005,-0.019589048,willingness,n,Visual,yes,no
german__n,0,0,0,0,0.073393733,german,n,Haptic,yes,no
german__a,-0.021721936,-0.014907148,-0.018259574,-0.033523783,-0.038976782,german,a,Auditory,no,no
rambling__a,-0.00173857,-0.031678621,-0.0150312,0,0,rambling,a,Olfactory,no,no
cleat__n,0.020091697,0,0.074954775,0,0.039124571,cleat,n,Gustatory,yes,no
realist__n,-0.041471406,0.010162646,0,0,0.019340485,realist,n,Haptic,yes,no
align__v,0.020888349,0.023686487,-0.057870603,0,-0.027725325,align,v,Auditory,yes,no
boast__v,0.005211937,-0.0533594,0.000990817,0.040129871,-0.047792582,boast,v,Olfactory,yes,no
pot__n,0.015859959,-0.070819025,0.096284035,0.055924593,0.001311676,pot,n,Gustatory,yes,no
partisanship__n,-0.066970214,-0.022094519,-0.032596085,0,0.008964257,partisanship,n,Haptic,no,no
elk__a,0.067533,0,0,0,0.037318569,elk,a,Visual,yes,no
grope__v,-0.026611111,0,0,0,0.096481461,grope,v,Haptic,yes,no
drizzly__a,0.063326045,0,0.018318043,0,0.061827549,drizzly,a,Visual,yes,no
cyber__n,0.020495246,-0.036617776,0,0,-0.027999974,cyber,n,Visual,yes,no
end__n,-0.004750446,-0.010475153,-0.004523471,-0.047557624,0.00267731,end,n,Haptic,no,no
end__v,-0.045398693,-0.017301685,0.004735792,-0.06516182,-0.000873289,end,v,Gustatory,no,no
infiltrate__v,-0.003934219,-0.027471094,0,0,0.053070968,infiltrate,v,Haptic,yes,no
colleague__n,-0.012196994,0.020160235,-0.060234305,-0.045958123,-0.019215096,colleague,n,Auditory,yes,no
commission__n,0.002577829,0.015760376,-0.03978341,0,-0.024264673,commission,n,Auditory,yes,no
bacterial__a,0,0,0.029141027,0,-0.005035245,bacterial,a,Gustatory,yes,no
swat__v,-0.090880889,-0.057375743,0,0,0.118829244,swat,v,Haptic,yes,no
peck__v,0,0,-0.00166749,0,0.107701403,peck,v,Haptic,yes,no
butterball__n,0,0,0.131572337,0.216934627,0,butterball,n,Olfactory,yes,no
awards__a,0.069397763,-0.01267658,0.031305089,0,-0.003819622,awards,a,Visual,yes,no
awards__n,-0.020218887,0,-0.032658459,0,-0.006191984,awards,n,Auditory,no,no
theirs__a,-0.036250876,-0.011991899,-0.029486659,0,-0.037678281,theirs,a,Olfactory,no,no
idiot__n,0.036260926,0.033029716,-0.038184511,0,0.014739985,idiot,n,Visual,yes,no
cities__n,-0.068835561,-0.033256345,-0.035138256,0,-0.036579265,cities,n,Olfactory,no,no
leasing__n,-0.042622295,-0.03388391,0,0,-0.0440497,leasing,n,Gustatory,no,no
rubberize__v,0,-0.000723183,0.070989799,0,0.035865088,rubberize,v,Gustatory,yes,no
senatorial__a,0,0.030089717,0,0,0,senatorial,a,Auditory,yes,no
backing__n,-0.11513427,0.018833082,-0.080216136,0,0.019884498,backing,n,Haptic,yes,no
brit__n,-0.017718558,-0.000743253,0,0,0.080659713,brit,n,Haptic,yes,no
unregulated__a,-0.032131627,0.006065143,0,0,0,unregulated,a,Auditory,no,no
paleontological__a,0.061102728,0,0.152687034,0,0,paleontological,a,Gustatory,yes,no
digestible__a,0,0.042819052,0.119372171,0,0,digestible,a,Gustatory,yes,no
hopscotch__v,0,0.034080406,0,0,0.022576404,hopscotch,v,Auditory,yes,no
skillet__v,0,0,0.103263556,0,0.046415675,skillet,v,Gustatory,yes,no
sardonic__a,0.011942661,0,0.030551283,0,0,sardonic,a,Gustatory,yes,no
marster__n,0,0.081319827,0,0,0.023954859,marster,n,Auditory,yes,no
hellbent__a,0.04784308,0.009542516,0,0,0.046415675,hellbent,a,Visual,yes,no
stentorian__a,0.080128811,0.052810073,0,0,0,stentorian,a,Visual,yes,no
undeniable__a,0.028292087,0,0.026037618,0,0,undeniable,a,Visual,yes,no
stiffen__v,-0.034454899,0.001780937,0,0,0.026812967,stiffen,v,Haptic,yes,no
crushing__a,0,0.015337058,0,0,0.073508316,crushing,a,Haptic,yes,no
subdue__v,0.020663096,0.029604205,0.005405364,0,-0.007302539,subdue,v,Auditory,yes,no
jawbreaker__n,0.067533,0,0.071494841,0,0.037318569,jawbreaker,n,Gustatory,yes,no
detrimental__a,0.038677547,0.065611301,0,0,0,detrimental,a,Auditory,yes,no
ilk__n,0,-0.021060143,0,0,0,ilk,n,Visual,no,no
arrive__v,-0.025385843,-0.018699122,-0.022973444,-0.060193721,0.007785267,arrive,v,Haptic,no,no
biological__a,-0.041582365,-0.03451441,-0.009529484,0,-0.020287252,biological,a,Olfactory,no,no
basin__n,-0.002392216,0,0,0,0,basin,n,Auditory,no,no
have__v,-0.027134713,0.021077842,-0.012063398,-0.097621869,-0.020317644,have,v,Auditory,yes,no
ageless__n,0,0.086707279,0,0,0.045162357,ageless,n,Auditory,yes,no
second-oldest__a,0,0.02168426,0.064478334,0,0,second-oldest,a,Gustatory,yes,no
hospitalization__n,-0.02182397,-0.00412283,0,0,-0.007822469,hospitalization,n,Gustatory,no,no
excite__v,-0.003365141,0.019187288,-0.007930812,0,-0.028627571,excite,v,Auditory,yes,no
nestle__v,-0.000859484,-0.050388112,-0.025104226,0,-0.060228936,nestle,v,Olfactory,no,no
skillet__n,0.053560046,-0.170056604,0.110864287,0.03837162,0.038446529,skillet,n,Gustatory,yes,no
zealot__n,0.083996603,0,0,0,0,zealot,n,Visual,yes,no
luckily__r,-0.025421498,-0.00077018,-0.018949696,0,0.021617985,luckily,r,Haptic,yes,no
unholy__a,0,0.007154206,0.123920537,0,-0.030718524,unholy,a,Gustatory,yes,no
ray__n,0.039463152,-0.030319049,0.045079859,0.043978301,0.007959781,ray,n,Gustatory,yes,no
start-up__a,0.00251932,0.045006104,0,0,0.016065733,start-up,a,Auditory,yes,no
start-up__n,-0.025322352,-0.008707206,-0.078300457,0,-0.008933906,start-up,n,Olfactory,no,no
pharmacist__n,-0.055437791,0.067640186,0,0,-0.030652289,pharmacist,n,Auditory,yes,no
dominance__n,-0.009238443,-0.058871752,-0.004252582,0,0.00011561,dominance,n,Haptic,no,no
majority__n,-0.020323516,0.001911588,-0.007197337,-0.127583831,-0.003317027,majority,n,Auditory,no,no
driven__a,0.005810962,0.047655371,0,0,-0.019670443,driven,a,Auditory,yes,no
agenda__n,-0.029441285,-0.019323576,-0.037098313,-0.05884609,-0.009693178,agenda,n,Haptic,no,no
long-haul__a,0,0.008327105,0,0,0.017625175,long-haul,a,Haptic,yes,no
pundit__n,0.024383606,-0.022575163,-0.052681485,0,-0.02621514,pundit,n,Visual,yes,no
rider__n,-0.031304438,0.000181179,-0.065811474,0,-0.00264075,rider,n,Auditory,no,no
cookout__n,0,0.091116802,0.033178337,0,-0.000997935,cookout,n,Auditory,yes,no
standings__n,0.018256764,-0.057375743,-0.05809348,0,-0.092269752,standings,n,Visual,yes,no
prudent__a,0,0.050058542,0,0,0,prudent,a,Auditory,yes,no
composure__n,0.01961893,-0.002470985,0,0,0.028078032,composure,n,Haptic,yes,no
plug__v,-0.079958872,-0.066740858,-0.133557467,0,0.128020932,plug,v,Haptic,yes,no
scoop__n,-0.022459779,-0.045757104,0.084303518,0,0.027200494,scoop,n,Gustatory,yes,no
dice__n,0.028358279,-0.004873374,0.071167723,0,0.026711555,dice,n,Gustatory,yes,no
troupe__n,0.04601041,-0.084118008,-0.005361172,0,0.015000128,troupe,n,Visual,yes,no
mets-diamondbacks__a,0,0,0.11252325,0,0,mets-diamondbacks,a,Gustatory,yes,no
dice__v,-0.003822846,0,0.092400326,0,0,dice,v,Gustatory,yes,no
velor__a,0.085805679,0,0.081540385,0,0,velor,a,Visual,yes,no
displease__v,0,0,0.109291768,0,0,displease,v,Gustatory,yes,no
scoop__v,0.031776974,-0.139796019,0.057776902,0,0.008476488,scoop,v,Gustatory,yes,no
avenge__v,0,-0.022834939,0.072003995,0,0.005826665,avenge,v,Gustatory,yes,no
stained__a,-0.010148809,-0.020433173,0,0,0,stained,a,Gustatory,no,no
lawnmower__n,0.058126928,0,0,0,0.087455389,lawnmower,n,Haptic,yes,no
operative__n,0,0.051076074,0,0,-0.071325998,operative,n,Auditory,yes,no
boar__n,0.01954918,0,0,0,0.018160317,boar,n,Visual,yes,no
conspicuously__r,0,0.017868797,0,0,-0.000997935,conspicuously,r,Auditory,yes,no
euphemism__n,-0.002392216,0.007154206,0.003457748,0,-0.030718524,euphemism,n,Auditory,no,no
spasm__n,-0.041084178,-0.032314899,0.028574785,0,0.035338284,spasm,n,Haptic,yes,no
asthma__n,-0.005869877,-0.001883762,-0.107770011,0,-0.018252236,asthma,n,Olfactory,no,no
paint__n,0.030675875,-0.038033121,-0.028805256,0.00417291,0.005182984,paint,n,Visual,yes,no
alma__a,-0.048450779,-0.039829461,0.020941297,0,-0.030794608,alma,a,Gustatory,yes,no
dubious__a,-0.024702589,-0.094222473,-0.025104226,0,-0.002374764,dubious,a,Olfactory,no,no
in-patient__a,0.059022499,0,0,0,0.05750722,in-patient,a,Visual,yes,no
paint__v,0.047045304,-0.013982872,0.008829431,-0.07980035,-0.048992467,paint,v,Visual,yes,no
midway__v,0.007221819,-0.014730785,0.031441349,0,-0.018293255,midway,v,Gustatory,yes,no
charisma__n,0.030475479,0.004051053,0,0,0.004868786,charisma,n,Visual,yes,no
danish__a,0.039963156,-0.062802279,0.030046119,0,0.014134787,danish,a,Visual,yes,no
coward__n,-0.002392216,0.023093435,0.003457748,0,-0.003819622,coward,n,Auditory,yes,no
settled__a,0.037292494,0,0,0,0.007894618,settled,a,Visual,yes,no
midway__n,0.00532418,-0.006038283,0.001725671,0,0.026068225,midway,n,Haptic,yes,no
boarding__n,-0.041084178,-0.017000308,-0.007386873,0,-0.023280045,boarding,n,Olfactory,no,no
kitty__n,0,0.036544555,0,0,0.045162357,kitty,n,Haptic,yes,no
sought-after__a,0,0,0.081540385,0,0,sought-after,a,Gustatory,yes,no
penthouse__n,-0.062274068,0.022078115,0,0,-0.018349665,penthouse,n,Auditory,yes,no
fast-paced__a,-0.029329661,0,0,0,-0.030718524,fast-paced,a,Auditory,no,no
art-deco__a,0.078776726,0,0.06094434,0,0,art-deco,a,Visual,yes,no
blessing__n,0.037205259,0.007312161,-0.049806795,0,-0.00840689,blessing,n,Visual,yes,no
breathing__n,-0.04416647,-0.031716687,0.049435855,0,0.01088272,breathing,n,Gustatory,yes,no
humanity__n,0.017038259,-0.013346567,0.032621155,0,-0.031987288,humanity,n,Gustatory,yes,no
conservatives__n,-0.010148809,0,-0.004089401,0,0.024233665,conservatives,n,Haptic,yes,no
flintstones__n,0.038707432,0.028700767,0,0,0.037318569,flintstones,n,Visual,yes,no
dire__a,0.02031288,-0.034254293,-0.062889639,0,-0.024677209,dire,a,Visual,yes,no
courtesan__n,0.031690925,0,0,0,0.030302062,courtesan,n,Visual,yes,no
spunky__a,0.00954111,0,0.08103419,0,-0.019107421,spunky,a,Gustatory,yes,no
pediatrics__n,0.00728274,0.037321282,0,0,0,pediatrics,n,Auditory,yes,no
favor__n,0.000525725,-0.023811821,-0.007981131,-0.085627103,-0.008215692,favor,n,Visual,no,no
violinist__n,0,-0.029066962,-0.004202888,0,0.019813302,violinist,n,Haptic,yes,no
bluish-black__a,0.038707432,0,0.101230305,0,0,bluish-black,a,Gustatory,yes,no
regards__n,0,0.068562809,0,0,0,regards,n,Auditory,yes,no
favor__v,0.003553668,-0.027281871,0.004220783,-0.023807703,-0.027795741,favor,v,Gustatory,no,no
anti-cancer__a,0.053309981,-0.005317779,0,0,0.003300023,anti-cancer,a,Visual,yes,no
tulle__n,0.067533,0,0,0,0,tulle,n,Visual,yes,no
tombstone__n,0,0.004415892,0.065886878,0,-0.006504018,tombstone,n,Gustatory,yes,no
flashback__n,0.014672297,-0.002480117,-0.058610538,0,0.001267635,flashback,n,Visual,yes,no
stimulant__n,0,0,0,0.251435628,0,stimulant,n,Olfactory,yes,no
off-speed__a,0.041762903,-0.044461563,0,0,0.040264407,off-speed,a,Visual,yes,no
two-year__a,-0.021675853,-0.038336553,-0.095746133,0,0.009923604,two-year,a,Haptic,no,no
evidence__n,-0.001626734,0.023487593,-0.056538379,-0.089396058,-0.050349851,evidence,n,Auditory,yes,no
third__n,-0.009986559,-0.044022409,0.02773748,-0.024429166,0.024835642,third,n,Gustatory,yes,no
cooperatively__r,0.095284383,0,0,0,0.093856978,cooperatively,r,Visual,yes,no
